Month Name,Agency,Description,Borough,# of Incidents,Response Times
2016 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,505,0.59
2016 / 02,FDNY,Average response time to structural fires,Staten Island,66,305.58
2016 / 02,FDNY,Average response time to non-structural fires,Staten Island,21,424.48
2016 / 02,FDNY,Average response time to non-fire emergencies,Staten Island,1432,483.36
2016 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,570,431.15
2016 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,87,48.28
2016 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,87,49.43
2016 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,87,1.15
2016 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,87,1.15
2016 / 02,FDNY,Average response time to non-fire emergencies,Unspecified,5,951.60
2016 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,814.00
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12355,503.37
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10538,548.73
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,9814,504.68
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8653,556.95
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2002,481.51
2016 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,11,758.64
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,721,451.75
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11456,560.36
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,27207,685.50
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7900,55.32
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,494,432.65
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9958,582.98
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,23436,714.33
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,6935,52.33
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,505,415.84
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9097,536.94
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21708,692.23
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6380,65.20
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,591,514.70
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8048,625.94
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18170,749.57
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5330,44.45
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,146,466.42
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1866,535.71
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3984,602.24
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1251,56.35
2016 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,687.00
2016 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,11,786.27
2016 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,38,888.84
2016 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,7,28.57
2016 / 01,FDNY,Average response time to structural fires,Brooklyn,463,265.54
2016 / 01,FDNY,Average response time to non-structural fires,Brooklyn,500,363.27
2016 / 01,FDNY,Average response time to non-fire emergencies,Brooklyn,8320,453.84
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3583,427.46
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,963,59.50
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,963,38.63
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,963,1.45
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,963,0.42
2016 / 01,FDNY,Average response time to structural fires,Bronx,344,300.67
2016 / 01,FDNY,Average response time to non-structural fires,Bronx,145,377.75
2016 / 01,FDNY,Average response time to non-fire emergencies,Bronx,5787,536.30
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2375,503.42
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,489,46.33
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,489,51.63
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,489,1.84
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,489,0.20
2016 / 01,FDNY,Average response time to structural fires,Manhattan,339,300.63
2016 / 01,FDNY,Average response time to non-structural fires,Manhattan,272,393.97
2016 / 01,FDNY,Average response time to non-fire emergencies,Manhattan,6143,493.42
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2455,471.88
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,611,39.77
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,611,57.12
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,611,2.62
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,611,0.49
2016 / 01,FDNY,Average response time to structural fires,Queens,242,323.91
2016 / 01,FDNY,Average response time to non-structural fires,Queens,371,403.42
2016 / 01,FDNY,Average response time to non-fire emergencies,Queens,5651,544.31
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2686,481.59
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,613,30.51
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,613,66.07
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,613,2.94
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,613,0.49
2016 / 01,FDNY,Average response time to structural fires,Staten Island,60,326.02
2016 / 01,FDNY,Average response time to non-structural fires,Staten Island,24,373.08
2016 / 01,FDNY,Average response time to non-fire emergencies,Staten Island,1415,494.68
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,639,436.21
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,84,47.62
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,84,50.00
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,84,1.19
2016 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,84,1.19
2016 / 01,FDNY,Average response time to non-fire emergencies,Unspecified,5,780.60
2016 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,3,767.33
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12520,483.88
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10245,514.76
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10346,508.00
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8615,526.98
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2077,485.97
2015 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,14,708.21
2015 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,754,455.87
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11759,544.37
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,27537,650.21
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8013,57.24
2015 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,519,433.47
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9792,547.53
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,22630,635.01
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,6840,55.77
2015 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,480,439.34
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9633,539.55
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,22257,689.93
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6691,63.07
2015 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,546,490.45
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8080,596.67
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18335,668.95
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5376,45.92
2015 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,149,447.42
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1948,540.88
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4079,609.65
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1332,56.53
2015 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,13,731.77
2015 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,49,869.00
2015 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,7,28.57
2015 / 12,FDNY,Average response time to structural fires,Brooklyn,454,274.75
2015 / 12,FDNY,Average response time to non-structural fires,Brooklyn,191,347.84
2015 / 12,FDNY,Average response time to non-fire emergencies,Brooklyn,8093,454.43
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3892,431.90
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,645,62.48
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,645,35.81
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,645,1.40
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,645,0.31
2015 / 12,FDNY,Average response time to structural fires,Bronx,372,320.73
2015 / 12,FDNY,Average response time to non-structural fires,Bronx,103,373.21
2015 / 12,FDNY,Average response time to non-fire emergencies,Bronx,5492,515.42
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2296,484.51
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,475,43.16
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,475,54.53
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,475,2.32
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,475,0.00
2015 / 12,FDNY,Average response time to structural fires,Manhattan,315,313.63
2015 / 12,FDNY,Average response time to non-structural fires,Manhattan,138,358.98
2015 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,6293,498.88
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2789,482.13
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,453,42.16
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,453,57.17
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,453,0.66
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,453,0.00
2015 / 12,FDNY,Average response time to structural fires,Queens,249,326.83
2015 / 12,FDNY,Average response time to non-structural fires,Queens,185,373.95
2015 / 12,FDNY,Average response time to non-fire emergencies,Queens,5443,528.26
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2715,460.43
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,434,39.86
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,434,56.22
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,434,3.69
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,434,0.23
2015 / 12,FDNY,Average response time to structural fires,Staten Island,61,337.34
2015 / 12,FDNY,Average response time to non-structural fires,Staten Island,38,351.95
2015 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,1341,486.71
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,664,460.33
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,99,38.38
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,99,60.61
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,99,1.01
2015 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,99,0.00
2015 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,10,605.40
2015 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,5,758.00
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12212,476.40
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,9613,507.45
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10234,505.49
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8046,511.75
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1792,471.84
2015 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,18,492.78
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,723,438.45
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11450,533.64
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,26877,637.06
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7778,58.90
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,531,421.70
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9145,542.10
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,21661,643.08
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,6420,58.32
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,493,433.92
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9528,540.47
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21819,721.44
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6675,62.76
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,543,472.73
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,7557,577.62
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,17198,650.37
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5129,47.03
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,127,459.25
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1670,524.90
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3658,583.00
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1135,56.65
2015 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,403.00
2015 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,18,558.44
2015 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,47,771.81
2015 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,4,75.00
2015 / 11,FDNY,Average response time to structural fires,Brooklyn,430,271.26
2015 / 11,FDNY,Average response time to non-structural fires,Brooklyn,222,332.54
2015 / 11,FDNY,Average response time to non-fire emergencies,Brooklyn,8023,452.39
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3708,432.81
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,652,65.49
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,652,32.98
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,652,1.23
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,652,0.31
2015 / 11,FDNY,Average response time to structural fires,Bronx,339,356.17
2015 / 11,FDNY,Average response time to non-structural fires,Bronx,113,399.67
2015 / 11,FDNY,Average response time to non-fire emergencies,Bronx,5262,521.45
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2256,487.12
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,452,40.04
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,452,56.86
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,452,1.99
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,452,1.11
2015 / 11,FDNY,Average response time to structural fires,Manhattan,299,314.18
2015 / 11,FDNY,Average response time to non-structural fires,Manhattan,165,381.15
2015 / 11,FDNY,Average response time to non-fire emergencies,Manhattan,6186,496.06
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2659,489.62
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,464,40.95
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,464,56.25
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,464,2.59
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,464,0.22
2015 / 11,FDNY,Average response time to structural fires,Queens,252,339.37
2015 / 11,FDNY,Average response time to non-structural fires,Queens,190,377.43
2015 / 11,FDNY,Average response time to non-fire emergencies,Queens,5191,518.40
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2562,458.95
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,442,38.91
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,442,57.01
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,442,3.62
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,442,0.45
2015 / 11,FDNY,Average response time to structural fires,Staten Island,70,306.73
2015 / 11,FDNY,Average response time to non-structural fires,Staten Island,59,400.39
2015 / 11,FDNY,Average response time to non-fire emergencies,Staten Island,1242,492.60
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,569,447.46
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,129,39.53
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,129,57.36
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,129,3.10
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,129,0.00
2015 / 11,FDNY,Average response time to non-structural fires,Unspecified,1,1751.00
2015 / 11,FDNY,Average response time to non-fire emergencies,Unspecified,9,569.56
2015 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,8,476.88
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,1,0.00
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,1,0.00
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,1,0.00
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,1,100.00
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13135,485.86
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10447,516.27
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11561,514.59
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8728,515.64
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1904,474.83
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,13,639.77
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,715,435.70
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12300,545.86
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,28354,677.92
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8131,56.51
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,531,428.76
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9909,551.05
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,23019,680.06
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,7005,57.02
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,610,417.44
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10731,552.24
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,23826,749.21
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7365,61.72
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,563,468.06
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8212,584.85
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18431,663.95
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5493,47.35
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,130,430.47
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1783,531.45
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3940,582.55
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1235,57.89
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,540.00
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,13,658.31
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,47,768.06
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,8,37.50
2015 / 10,FDNY,Average response time to structural fires,Brooklyn,426,277.52
2015 / 10,FDNY,Average response time to non-structural fires,Brooklyn,236,314.02
2015 / 10,FDNY,Average response time to non-fire emergencies,Brooklyn,8895,450.17
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3925,415.26
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,662,69.03
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,662,29.15
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,662,1.36
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,662,0.45
2015 / 10,FDNY,Average response time to structural fires,Bronx,316,315.14
2015 / 10,FDNY,Average response time to non-structural fires,Bronx,105,351.31
